question_id,practice_level,topic,difficulty,content_status,math_review_status,issue_types,cleanup_notes,recommended_action
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q01,Intermediate,Arithmetic,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q02,Intermediate,Arithmetic,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q10,Intermediate,Arithmetic,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,correct_answer: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q13,Intermediate,Arithmetic,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q02,Intermediate,Arithmetic,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q15,Intermediate,Arithmetic,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_HARDENED_QUANT_PAPER_Q13,Intermediate,Geometry/Mensuration,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q10,Intermediate,Geometry/Mensuration,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q13,Intermediate,Geometry/Mensuration,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired,detailed_solution: ambiguous slash or fraction structure; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q15,Intermediate,Geometry/Mensuration,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q14,Intermediate,Geometry/Mensuration,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_HARDENED_QUANT_15Q_Q02,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_HARDENED_QUANT_PAPER_Q03,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_HARDENED_QUANT_PAPER_Q04,Intermediate,Modern Math / P&C / Counting,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_BATCH01_Q04,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q04,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_BATCH_Q02,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q01,Intermediate,Modern Math / P&C / Counting,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q03,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q04,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q07,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired,detailed_solution: ambiguous slash or fraction structure; options: trailing answer-key digit removed,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q15,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q01,Intermediate,Modern Math / P&C / Counting,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,detailed_solution: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q08,Intermediate,Modern Math / P&C / Counting,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found; options: trailing answer-key digit removed,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q04,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: control character found; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q13,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired,detailed_solution: ambiguous slash or fraction structure; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q15,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure,question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q18,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: control character found; question_text: ambiguous slash or fraction structure,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q12,Intermediate,Modern Math / Probability,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q15,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q17,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired,detailed_solution: ambiguous slash or fraction structure; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q18,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q12,Intermediate,Modern Math / Probability,Medium-Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired; control_character,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character found; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q13,Intermediate,Modern Math / Probability,Hard,needs_solution_review,needs_review,ambiguous_slash_or_fraction_structure; broken_options_repaired,detailed_solution: ambiguous slash or fraction structure; options: fraction pattern repaired,"Visible, but solution should receive manual review before premium export."
