question_id,status,score,issues
GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q11,needs_review,50,option_b: suspicious adjacent numeric tokens; option_b: suspicious adjacent numeric tokens remain after formatting
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q03,needs_review,50,detailed_solution: ambiguous slash or fraction structure; detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q04,needs_review,50,detailed_solution: suspicious adjacent numeric tokens; detailed_solution: suspicious adjacent numeric tokens remain after formatting
GEN_CAT_MODERN_MATH_PRACTICE_BANK_Q16,needs_review,50,option_b: suspicious adjacent numeric tokens; option_b: suspicious adjacent numeric tokens remain after formatting
GEN_CAT_HARDENED_QA_SIMULATION_Q12,needs_review,50,detailed_solution: very long unformatted solution paragraph; question_text: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QA_SIMULATION_Q07,needs_review,35,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph; question_text: control character
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q06,needs_review,35,detailed_solution: control character; detailed_solution: plain exponent token; detailed_solution: plain math token remains after formatting
GEN_CAT_HARDENED_QUANT_15Q_Q01,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_Q03,needs_review,30,detailed_solution: ambiguous slash or fraction structure; detailed_solution: control character
GEN_CAT_HARDENED_QUANT_PAPER_Q13,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_BATCH01_Q06,needs_review,30,detailed_solution: plain exponent token; detailed_solution: plain math token remains after formatting
GEN_CAT_QUANT_BATCH01_Q04,needs_review,30,detailed_solution: control character; question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_HARDENED_Q13,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q11,needs_review,30,detailed_solution: plain exponent token; detailed_solution: plain math token remains after formatting
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q04,needs_review,30,detailed_solution: control character; question_text: ambiguous slash or fraction structure
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q18,needs_review,30,detailed_solution: control character; question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q14,needs_review,30,detailed_solution: control character; question_text: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QA_SIMULATION_Q06,needs_review,30,detailed_solution: plain exponent token; detailed_solution: plain math token remains after formatting
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q09,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_Q15,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q13,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QA_SIMULATION_Q02,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q01,needs_review,30,detailed_solution: control character; detailed_solution: very long unformatted solution paragraph
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q20,needs_review,30,detailed_solution: control character; question_text: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QUANT_PAPER_Q08,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_Q09,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_Q11,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q02,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q04,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_TOUGH_BATCH03_Q04,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q01,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_Q02,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_02_TOUGH_Q15,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QUANT_15Q_Q13,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_PREMIUM_TOUGH_PRACTICE_15Q_Q10,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QUANT_PAPER_Q04,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_PAPER_Q06,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_TOUGH_BATCH_Q02,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q01,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q02,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_VERIFIED_PRACTICE_BATCH_01_2_Q15,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q13,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q15,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q16,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q20,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_QUANT_PNC_PROBABILITY_PRACTICE_BANK_Q10,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_QUANT_BATCH01_Q07,needs_review,25,detailed_solution: plain math token remains after formatting
GEN_CAT_HARDENED_QA_SIMULATION_Q08,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q11,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q14,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q14,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QA_SIMULATION_Q04,needs_review,25,detailed_solution: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QA_SIMULATION_Q11,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QA_SIMULATION_Q15,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q02,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q11,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q12,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_PAPER_Q09,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_PAPER_Q15,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_Q10,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_Q12,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q05,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q08,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_HARDENED_SIMULATION_15Q_Q15,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q18,needs_review,25,question_text: ambiguous slash or fraction structure
GEN_CAT_HARDENED_QA_SIMULATION_Q10,needs_review,25,detailed_solution: very long unformatted solution paragraph
GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q10,needs_review,25,detailed_solution: very long unformatted solution paragraph
