record_type,match_class,score,latex_question_id,old_question_id,source_tex_file,source_question_number,old_batch_id,old_question_number,source_score,topic_score,type_score,text_score,math_score,number_score,option_score,answer_score,solution_score,notes
latex_match,exact_match,1.0000,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q007,GEN_CAT_HARDENED_QUANT_PAPER_Q07,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,7,cat_hardened_quant_paper,7,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=1.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.9200,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q008,GEN_CAT_HARDENED_QUANT_PAPER_Q08,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,8,cat_hardened_quant_paper,8,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=1.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.9511,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q009,GEN_CAT_HARDENED_QUANT_PAPER_Q09,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,9,cat_hardened_quant_paper,9,1.0000,0.5556,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.56; type=1.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8500,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q010,GEN_CAT_HARDENED_QUANT_15Q_SIMULATION_Q10,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,10,cat_hardened_quant_15q_simulation,10,1.0000,1.0000,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=1.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,1.0000,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q011,GEN_CAT_HARDENED_QUANT_PAPER_Q11,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,11,cat_hardened_quant_paper,11,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=1.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.4977,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q012,GEN_CAT_QUANT_TOUGH_END_PRACTICE_BATCH_Q12,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,12,cat_quant_tough_end_practice_batch,12,0.8600,0.1333,1.0000,0.4956,0.7500,0.1429,0.0000,0.0000,0.4970,source=0.86; topic=0.13; type=1.00; text=0.50; math=0.75; numbers=0.14; options=0.00; answer=0.00; solution=0.50; source-batch-related; question-number-match
latex_match,exact_match,0.9780,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q013,GEN_CAT_HARDENED_QUANT_PAPER_Q13,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,13,cat_hardened_quant_paper,13,1.0000,0.8000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.80; type=1.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.7767,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q014,GEN_CAT_QUANT_HARDENED_SIMULATION_BATCH_02_Q14,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,14,cat_quant_hardened_simulation_batch_02,14,1.0000,0.3333,0.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.33; type=0.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8711,LATEX_CAT_QUANT_CAT_HARDENED_QUANT_PAPER_O405F_Q015,GEN_CAT_HARDENED_QUANT_PAPER_Q15,content/cat/practice/latex_sources/CAT_Hardened_Quant_Paper.tex,15,cat_hardened_quant_paper,15,1.0000,0.5556,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.56; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q001,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q01,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,1,cat_quant_modern_math_practice_bank,1,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8173,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q002,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q02,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,2,cat_modern_math_practice_bank_1,2,1.0000,0.0667,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.07; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5250,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q003,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,3,cat_modern_math_practice_bank_1,7,0.6800,0.0000,1.0000,0.6038,0.6667,0.1250,0.0000,1.0000,0.6090,source=0.68; topic=0.00; type=1.00; text=0.60; math=0.67; numbers=0.13; options=0.00; answer=1.00; solution=0.61; source-file-match; source-batch-related
latex_match,medium_confidence_candidate,0.5562,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q004,GEN_CAT_MODERN_MATH_PNC_PROBABILITY_PRACTICE_BANK_Q04,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,4,cat_modern_math_pnc_probability_practice_bank,4,1.0000,0.0000,0.0000,0.6644,0.6250,0.6667,0.0000,0.9200,0.0392,source=1.00; topic=0.00; type=0.00; text=0.66; math=0.63; numbers=0.67; options=0.00; answer=0.92; solution=0.04; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q005,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q05,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,5,cat_modern_math_practice_bank_1,5,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5773,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q006,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q06,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,6,cat_quant_modern_math_practice_bank,6,0.8600,0.0000,1.0000,0.5780,1.0000,0.0000,0.0000,1.0000,0.6259,source=0.86; topic=0.00; type=1.00; text=0.58; math=1.00; numbers=0.00; options=0.00; answer=1.00; solution=0.63; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q007,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q07,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,7,cat_modern_math_practice_bank_1,7,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q008,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q08,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,8,cat_modern_math_practice_bank_1,8,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q009,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q09,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,9,cat_modern_math_practice_bank_1,9,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5559,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q010,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q10,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,10,cat_quant_modern_math_practice_bank,10,0.8600,0.0000,1.0000,0.6131,0.6250,0.0000,0.0000,1.0000,0.6215,source=0.86; topic=0.00; type=1.00; text=0.61; math=0.63; numbers=0.00; options=0.00; answer=1.00; solution=0.62; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q011,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q11,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,11,cat_modern_math_practice_bank_1,11,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q012,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q12,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,12,cat_modern_math_practice_bank_1,12,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,medium_confidence_candidate,0.5065,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q013,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q13,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,13,cat_quant_modern_math_practice_bank,13,0.8600,0.0000,0.0000,0.6304,0.6667,0.1111,0.6061,0.2667,0.6095,source=0.86; topic=0.00; type=0.00; text=0.63; math=0.67; numbers=0.11; options=0.61; answer=0.27; solution=0.61; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q014,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q14,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,14,cat_modern_math_practice_bank_1,14,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q015,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q15,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,15,cat_modern_math_practice_bank_1,15,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q016,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q16,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,16,cat_modern_math_practice_bank_1,16,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8285,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q017,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q17,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,17,cat_modern_math_practice_bank_1,17,1.0000,0.0769,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.08; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q018,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q18,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,18,cat_modern_math_practice_bank_1,18,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.7600,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q019,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q19,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,19,cat_quant_modern_math_practice_bank,19,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=0.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8100,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_1_DZ42F_Q020,GEN_CAT_MODERN_MATH_PRACTICE_BANK_1_Q20,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank (1).tex,20,cat_modern_math_practice_bank_1,20,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.0000,1.0000,1.0000,source=1.00; topic=0.00; type=1.00; text=1.00; math=1.00; numbers=1.00; options=0.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
latex_match,exact_match,0.8200,LATEX_CAT_QUANT_CAT_MODERN_MATH_PRACTICE_BANK_EEWTC_Q001,GEN_CAT_QUANT_MODERN_MATH_PRACTICE_BANK_Q01,content/cat/practice/latex_sources/CAT_Modern_Math_Practice_Bank.tex,1,cat_quant_modern_math_practice_bank,1,1.0000,0.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,source=1.00; topic=0.00; type=0.00; text=1.00; math=1.00; numbers=1.00; options=1.00; answer=1.00; solution=1.00; source-file-match; source-batch-related; question-number-match
